"Objective_function","Main_InitAge_4","Main_InitAge_3","Main_InitAge_2","Main_InitAge_1","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Main_RecrDev_2011","Main_RecrDev_2012","Main_RecrDev_2013","Main_RecrDev_2014","Main_RecrDev_2015","Main_RecrDev_2016","Main_RecrDev_2017","Main_RecrDev_2018","Main_RecrDev_2019","Main_RecrDev_2020","SSB_Virgin","SSB_Initial","SSB_1992","SSB_1993","SSB_1994","SSB_1995","SSB_1996","SSB_1997","SSB_1998","SSB_1999","SSB_2000","SSB_2001","SSB_2002","SSB_2003","SSB_2004","SSB_2005","SSB_2006","SSB_2007","SSB_2008","SSB_2009","SSB_2010","SSB_2011","SSB_2012","SSB_2013","SSB_2014","SSB_2015","SSB_2016","SSB_2017","SSB_2018","SSB_2019","SSB_2020","SSB_2021","SSB_2022","SSB_2023","SSB_2024","SSB_2025","SSB_2026","SSB_2027","SSB_2028","SSB_2029","SSB_2030","SSB_2031","SSB_unfished","SSB_Btgt","SSB_SPR","SSB_MSY"
335.134,0.347237,0.729804,1.23303,1.44596,1.43111,1.48868,1.29769,0.874542,0.830461,0.360381,0.227319,-0.554683,-1.19754,-0.73953,-0.662256,-0.352499,-0.280147,-0.451303,-0.388401,-0.722498,-1.00205,-0.523292,-0.765184,-0.596638,-0.645327,-0.32012,0.194989,-0.283967,0.172878,-0.108172,-0.611315,-0.544653,0.115502,513411,513411,613680,765285,1003950,1205960,1356030,1391310,1278350,1129280,927575,725535,511147,313524,179519,132842,130343,142320,150179,150982,138724,111768,107609,109477,112470,128931,155063,216761,249757,287271,304809,272994,241583,199887,223442,237496,240813,238663,234578,231158,229233,228511,513411,205364,195851,117837
336.063,0.208066,0.78385,1.42007,1.31572,1.49201,1.23715,1.2688,0.616061,0.576548,0.199282,-0.000886814,-0.668571,-1.09513,-0.826275,-0.697319,-0.441588,-0.167469,-0.339849,-0.50781,-0.938674,-1.12072,-0.643312,-0.609786,-0.469861,-0.29114,0.058943,0.0454621,0.135466,0.507494,0.0836926,-0.177554,-0.233042,-0.719641,607485,607485,716103,979338,1241130,1468250,1561790,1561530,1402330,1189980,958429,739805,519731,328105,197684,147698,140630,163024,185501,183735,158137,122102,113536,124997,143850,185076,247339,306069,354985,427914,447100,407046,366330,208756,156131,152275,125229,86208.1,57515.1,39305.9,29325.8,24465.4,607485,242994,213349,155994
339.283,0.000905599,0.660509,1.14509,1.2518,1.2788,1.10316,1.05577,0.647678,0.430067,0.171696,-0.326006,-1.16775,-1.26434,-0.815738,-0.740752,-0.845244,-0.270198,-0.387099,-0.67333,-0.911493,-0.921725,-0.508518,-0.620823,-0.303211,0.162722,0.0989311,0.358446,0.342234,0.688843,0.569274,-0.419699,-0.673404,0.883421,688521,688521,747747,946459,1205890,1419250,1503800,1490600,1366120,1179440,962474,732267,489212,295751,180521,145340,138770,167876,198986,194472,172345,151397,161515,178729,208634,299554,387137,482757,569153,680955,755250,677358,555314,480078,630775,721711,774752,840478,909250,964086,1003430,1029830,688521,275408,273320,150111
338.182,0.0982122,0.628971,0.96607,1.34899,1.11464,1.32111,1.078,0.849611,0.558958,0.311808,-0.101926,-0.597716,-1.40756,-0.723982,-0.882776,-0.976148,-0.282303,-0.384489,-0.419835,-0.976337,-0.946828,-0.661863,-0.656426,-0.428083,0.012284,0.0611591,0.430681,0.312715,0.51068,0.76513,-0.255508,-0.761734,0.0944876,585890,585890,641739,752079,983746,1140470,1263440,1292920,1216550,1075950,887283,685201,477390,290782,169754,128232,117096,143538,170435,174212,153910,130261,131320,142941,161539,224802,297647,403588,504122,607749,732064,694591,558466,308461,282707,290547,291971,286799,276665,265837,257538,252245,585890,234356,272432,174388
329.04,0.121713,0.581106,1.02879,1.38233,1.13535,1.19825,1.07574,0.754659,0.51236,0.178108,-0.230863,-0.470382,-0.916384,-0.712081,-0.521004,-0.61365,-0.302348,-0.27376,-0.449497,-0.714411,-0.737228,-0.577972,-0.451735,-0.410553,-0.135461,-0.212201,-0.0522816,0.145465,0.398613,0.329562,-0.545102,-0.634291,0.119168,619193,619193,673368,806371,1073370,1245280,1328390,1338700,1246910,1093120,889605,675244,477048,313202,198982,159481,147330,158283,184992,192257,177788,156891,151677,164343,182774,229614,267763,302918,350446,418123,464889,419717,348903,252852,262374,278281,283900,283576,280585,277261,275003,273951,619193,247677,222922,155262
326.045,-0.0880839,0.488885,0.943061,1.36628,1.2214,1.3819,1.16266,0.712467,0.660325,0.232646,-0.202266,-0.572722,-1.19189,-0.779142,-0.630384,-0.340924,-0.0918173,-0.399086,-0.448304,-0.875067,-0.758464,-0.511275,-0.493128,-0.4428,-0.229454,-0.133868,0.225737,0.139827,0.304908,0.20797,-0.695543,-0.353761,0.189917,608834,608834,619191,729834,991918,1204060,1372490,1427280,1312460,1154300,949024,720244,501052,314881,189202,144350,140551,165447,183553,181874,159156,133796,131639,143956,160592,201518,244647,307495,356024,392636,405406,350348,301315,226263,246711,254798,257089,257349,256326,255267,254840,254880,608834,243534,202217,166433
323.442,0.152232,0.391029,1.20043,1.35931,1.2483,1.29784,1.08819,0.44282,0.527647,0.0460137,-0.326356,-0.888213,-1.22721,-0.929068,-0.830801,-0.71306,-0.4338,-0.396395,-0.615543,-0.87997,-0.87996,-0.505933,-0.533929,-0.132011,-0.000220024,0.152139,0.322764,0.114337,0.623292,0.0533522,0.192664,-0.157941,0.238056,679674,679674,712016,906414,1221960,1440010,1575100,1583710,1396990,1189540,959168,719585,489278,302731,180098,136671,134654,154827,180078,181529,164710,146860,157565,179406,222931,297440,378854,471367,524386,611834,625767,596767,555994,410309,392597,397787,401930,405892,409741,412385,413904,414683,679674,271870,269027,150734
331.586,0.106683,0.609723,1.09783,1.68412,1.51168,1.25519,1.1988,0.685466,0.691739,0.367817,-0.305083,-0.793145,-0.949131,-0.941625,-0.685756,-0.642596,-0.181577,-0.518825,-0.465191,-0.846968,-0.981855,-0.705442,-0.714617,-0.479538,-0.337314,-0.181789,0.291088,-0.126856,0.350642,-0.0132039,-0.365382,0.0486876,0.33644,597499,597499,653187,804405,1199790,1528850,1612780,1569040,1399770,1210600,1002370,756357,509391,319764,188769,138418,126223,148788,165467,165415,149713,123311,115236,120371,136486,174775,217759,296711,341030,392689,408285,368331,357487,305717,321175,334447,340803,346665,352879,357904,361488,363783,597499,239000,217938,148118
338.04,0.125937,0.484844,1.15761,1.44589,1.31151,1.08592,1.18567,0.530604,0.545719,0.271394,-0.480726,-0.499972,-0.812869,-0.797079,-0.520328,-0.474565,-0.454362,-0.592753,-0.472516,-0.805239,-1.04382,-0.495882,-0.476086,-0.268114,-0.0786456,0.0465402,0.133981,0.149249,0.487171,0.0498727,0.0367818,-1.49609,0.720367,624074,624074,663994,830980,1144250,1373850,1424670,1422040,1283660,1101910,909025,679670,469039,310224,196550,161473,166925,176966,180496,182206,170979,143679,146962,169642,200102,257082,320828,384774,439027,517346,535150,504802,415375,354690,466070,539392,573653,607416,643019,672590,694355,708781,624074,249630,250746,139723
333.41,0.189364,0.531625,1.02878,1.62535,1.58358,1.13927,1.38765,0.941692,0.531,0.321031,-0.128808,-0.898829,-1.00562,-0.823067,-0.547451,-0.528622,-0.254469,-0.367365,-0.465685,-0.747108,-1.00528,-0.529892,-0.521017,-0.332657,-0.198419,-0.148995,-0.00530695,0.0179933,0.10304,0.0251643,-0.266208,-0.451477,-0.199268,557051,557051,607227,720673,1058090,1391510,1461660,1472230,1392440,1193030,954240,719621,481436,292940,169709,133233,136978,159276,177855,177583,162557,135170,133637,149053,170642,212732,253031,297491,340545,380017,398792,378099,342249,237662,213451,211003,203082,189925,174148,160775,151350,145479,557051,222820,232018,135118
326.107,0.361931,0.805427,1.25539,1.53253,1.58611,1.47759,1.27537,0.933911,0.54908,0.132024,0.00909409,-0.672722,-1.09864,-0.762348,-0.623335,-0.748522,-0.331749,-0.289021,-0.478082,-0.872892,-0.989031,-0.826387,-0.811809,-0.53034,-0.297219,-0.0645226,0.292385,0.0292915,0.454069,-0.0624137,-0.396833,-0.308396,-0.529935,553212,553212,678268,856495,1147370,1430160,1590200,1586740,1448870,1227930,957152,719066,495021,305084,178876,138184,131371,148836,175389,178553,158155,130427,118503,118477,130460,168972,218882,298674,359653,445920,473208,425949,380752,232717,177857,172621,149848,125110,99540.9,80449.8,67610,59253.5,553212,221285,245235,151423
331.17,0.298951,0.566507,1.26091,1.44511,1.4122,1.40345,1.33445,0.931054,0.91625,0.335091,-0.214273,-0.536504,-0.98263,-0.685125,-0.644984,-0.388606,-0.221557,-0.341177,-0.494647,-0.772655,-1.05101,-0.735226,-0.642616,-0.475038,-0.242506,-0.303185,0.0450922,0.174203,0.0935596,-0.0993559,-0.156821,-1.61412,0.385207,517840,517840,586160,741491,995221,1197960,1322580,1365900,1281630,1158800,957027,709851,479404,296717,174686,131185,134948,158263,174656,169947,151259,121539,109336,115268,129034,165527,195353,240757,304274,352134,361718,346126,284981,238198,298785,340597,357178,367011,375210,382019,387642,391868,517840,207136,216514,127532
338.507,0.205788,0.719317,0.992437,1.50131,1.29232,1.25493,1.1347,0.529797,0.5949,0.00309522,-0.383085,-0.527349,-1.28421,-1.05946,-0.936233,-0.6877,-0.471051,-0.637716,-0.590871,-0.938292,-0.867218,-0.770027,-0.861902,-0.492879,-0.194117,-0.0540566,0.13067,0.411685,0.221025,0.586595,-0.635948,1.15762,0.655916,645194,645194,741920,877599,1193250,1435920,1537240,1534180,1366080,1174620,940915,693637,481931,303803,172636,123770,126321,146401,154411,151428,138509,124477,123066,124306,140143,192656,252797,324872,437026,523724,621639,588829,743309,714827,655933,614564,607827,627013,656413,682500,702523,716106,645194,258078,274554,163568
337.376,0.266747,0.22543,1.02821,1.34512,1.31007,1.19388,1.31092,0.758664,0.589161,0.0718566,-0.0181781,-0.669814,-1.41974,-1.01182,-0.625612,-0.600586,-0.258185,-0.524316,-0.461605,-0.89463,-0.912584,-0.430513,-0.466835,-0.249709,-0.0891158,0.104106,0.115788,0.157292,0.448154,0.366519,-0.874794,-0.163849,0.379957,625728,625728,649783,761382,1032770,1273160,1389710,1465040,1386040,1208740,967415,740958,521798,322204,182882,137304,129245,147896,163675,167194,151759,128131,135953,157641,187982,243078,306444,359794,397000,448423,482635,416968,363727,313942,350331,378723,391981,401981,412319,421109,427752,432342,625728,250291,218695,155870
342.221,0.302114,0.406099,1.37235,1.47903,1.34816,1.31169,1.23546,0.649858,0.689251,0.281125,0.0740103,-0.523306,-1.02425,-1.07959,-0.576968,-0.418633,-0.122714,-0.129384,-0.332006,-0.722279,-0.927542,-0.670969,-0.519137,-0.429011,-0.222201,-0.131484,0.12555,-0.0904388,0.423701,0.0711305,-1.51003,-0.133511,-0.206084,540596,540596,590824,784249,1081140,1269300,1352230,1357630,1219540,1053850,861242,668036,470281,293959,160956,119783,132598,168339,201163,207202,188034,155840,142441,151498,168185,207146,249092,305755,343602,413142,445222,366477,322772,235035,215931,209497,203232,191285,175552,161796,151983,145843,540596,216238,229740,136342
334.786,0.457748,0.600132,1.18148,1.55601,1.35266,1.46248,1.09125,0.396083,0.316534,-0.0120991,-0.365298,-0.723484,-1.02848,-0.989805,-0.874616,-0.881442,-0.519632,-0.487697,-0.635708,-0.777133,-0.681686,-0.538209,-0.245121,-0.101437,0.127473,0.293654,0.495406,0.385125,0.635559,0.725253,-0.831869,-0.792449,-0.590695,653719,653719,776889,953060,1314330,1572430,1736930,1716290,1468330,1188220,921438,679213,463649,294193,174480,135365,134466,149499,166854,166158,157131,154039,167466,205536,257728,343651,453129,590670,695191,795123,878640,765450,590568,287122,202515,199266,172857,144877,114179,89900.9,73224.9,62010.8,653719,261488,304349,195816
327.165,0.351744,0.447396,1.12438,1.46908,1.38943,1.26965,1.12325,0.547675,0.498085,0.0171096,-0.0786574,-0.675767,-1.20033,-1.00554,-0.620004,-0.736999,-0.415538,-0.549913,-0.477997,-0.872112,-1.07001,-0.52887,-0.56628,-0.209518,-0.00676087,0.0387163,0.317827,0.195353,0.301369,0.260085,-0.637303,-0.0899955,0.39046,660877,660877,735854,892469,1227180,1507290,1629440,1612590,1429660,1209740,961658,735921,520690,330514,194900,150206,140784,152887,168174,174743,162534,135308,139088,158978,195804,265499,332793,417032,478502,518942,536419,471240,425922,355134,387190,412323,424205,435065,446493,455876,462714,467196,660877,264351,248880,159356
332.674,0.312769,0.293343,1.21018,1.45277,1.37927,1.359,1.17664,0.647356,0.482687,0.21177,-0.0652577,-0.393535,-1.17748,-0.72057,-0.594618,-0.552716,-0.203715,-0.601133,-0.673897,-0.825881,-1.15423,-0.557946,-0.331013,-0.327473,0.0193741,0.0425579,0.450418,0.22174,0.382457,0.0636074,-0.582569,-0.532666,-0.411237,587974,587974,627792,782719,1087030,1326630,1461830,1469960,1316460,1109190,888587,681583,488209,311639,188410,148238,145113,169174,177953,163599,145384,117828,118703,149183,177306,234053,297035,394566,464155,511117,507009,433341,363025,220407,189463,190885,171379,150931,129194,111818,99997.2,92712.4,587974,235190,233626,129594
339.488,0.41041,0.336666,0.997988,1.37081,1.0922,1.23666,1.01205,0.522776,0.415153,0.151461,-0.250926,-1.01733,-1.54065,-0.941102,-0.958392,-0.709756,-0.490723,-0.580122,-0.46163,-1.17244,-1.10229,-0.66764,-0.362822,-0.123844,-0.0865667,0.18059,0.589331,0.529794,0.434689,0.220989,0.396241,0.431175,0.137244,731898,731898,807585,934248,1250090,1450250,1570820,1582290,1423410,1218700,998795,772247,531506,323902,192082,142057,137531,157027,174509,185380,165395,134916,138354,176828,232578,299862,386813,536723,668670,728537,716149,714856,754208,547603,445249,404113,390836,386847,387967,391150,393636,394885,731898,292759,278761,175010
339.747,0.523065,0.861073,1.17873,1.44602,1.44969,1.18037,1.15423,0.44208,0.46595,0.183275,-0.564751,-0.574365,-1.47662,-1.09719,-0.743636,-0.757453,-0.397475,-0.339151,-0.484173,-0.826233,-0.851233,-0.619855,-0.602905,-0.257938,-0.164642,0.0288718,0.313259,0.250845,0.305963,0.436568,-1.25814,0.986711,-0.19093,658904,658904,854806,1044090,1334960,1597780,1673020,1631570,1427480,1191750,962251,710711,486740,301022,167381,128291,131107,153453,180831,188264,174522,155955,158162,172281,205489,262994,329857,427354,513402,575976,627795,545375,645704,507243,351480,271720,238361,215696,196956,181641,169842,161610,658904,263562,275478,161075
325.948,0.313624,0.493082,1.17605,1.49914,1.22758,1.4058,1.05495,0.572094,0.535088,0.105809,-0.21187,-0.49309,-1.04902,-1.04056,-0.587203,-0.631828,-0.343445,-0.452968,-0.601863,-1.01567,-1.00716,-0.79181,-0.65659,-0.494324,-0.185088,0.00703977,0.213548,0.0870308,0.500347,0.205773,-0.0726159,-0.51469,0.752821,629460,629460,701743,869026,1201300,1406470,1543690,1535440,1352920,1151130,924377,697658,492845,318839,186902,144667,143737,162623,180630,177133,153500,126733,119894,130397,149327,198421,262063,341288,403727,494065,539433,510692,448340,385426,482118,538113,568178,608276,649982,683261,706771,721679,629460,251784,249000,140397
332.626,0.174538,0.454614,1.1183,1.45643,1.47977,1.38179,1.13229,0.676386,0.576479,0.14585,-0.580093,-0.608188,-1.51473,-0.724983,-0.812539,-0.53592,-0.337461,-0.483057,-0.61695,-0.900363,-0.880634,-0.681531,-0.497893,-0.29213,-0.0664291,-0.14305,0.164224,0.0963207,0.465827,0.115204,-0.0871778,-0.405551,0.730665,628947,628947,671307,824764,1143590,1450670,1623820,1612760,1438400,1229500,986671,718041,484222,294647,175524,138440,148487,175727,189971,183487,164959,146181,146089,165170,197194,257439,308178,377024,442952,536693,575094,542419,484273,427369,522437,586549,618271,651568,688347,719310,741899,756317,628947,251579,272327,164699
333.563,0.0228204,0.679313,1.18676,1.32568,1.34473,1.113,1.3163,0.444545,0.497632,0.0149406,-0.108089,-0.765595,-1.33726,-0.685409,-0.686474,-0.466949,-0.0476443,-0.530927,-0.580754,-0.85054,-0.837998,-0.690319,-0.643873,-0.423301,-0.204877,0.0163894,0.316389,0.224096,0.428102,-0.243304,0.233377,0.379474,-0.440231,642225,642225,704546,900567,1169830,1393270,1468400,1518700,1375670,1157960,919099,699289,486393,299061,183976,143336,138397,174172,192177,182523,160773,136690,129129,135897,157426,208336,271864,357350,420569,469996,447099,428008,457838,325469,229224,190904,169562,145755,125020,108750,97148.4,89908.9,642225,256890,218359,169751
332.629,0.340685,0.602787,1.12282,1.43944,1.48398,1.45905,1.26533,0.825395,0.671343,0.29201,-0.0736661,-0.615392,-0.850683,-0.818521,-0.601629,-0.739098,-0.242175,-0.505282,-0.564641,-0.673668,-1.05353,-0.845222,-0.552308,-0.373484,-0.125174,0.19687,0.314972,0.235332,0.400749,-0.325061,-0.0563239,-0.609416,-1.0255,555930,555930,640548,771244,1029250,1286940,1461070,1491300,1361900,1176410,951505,721399,496888,316114,189961,146582,139727,163478,179157,172307,161794,137406,122626,134186,159482,209097,283660,374444,448958,520098,501327,452870,393907,215030,138840,132976,97498.3,63471.2,35633,19824.1,11744.5,7009.88,555930,222372,251018,157664
339.881,0.23514,0.67909,1.268,1.47836,1.42179,1.39655,1.07885,0.821967,0.719104,0.226437,0.0216254,-0.679121,-1.15968,-0.619217,-0.407801,-0.573822,-0.113311,-0.481712,-0.469397,-0.868312,-0.77406,-0.587933,-0.848931,-0.356823,-0.270896,-0.065233,0.0300895,-0.26655,-0.213828,0.22308,-0.317969,-0.483741,-0.0417532,574002,574002,659144,847500,1141450,1371460,1500310,1465860,1322090,1164180,948875,729155,507170,314121,193480,162658,156495,179085,192486,186248,164262,141192,137802,134439,150519,193724,242052,292204,311137,314263,348076,345249,314732,248124,245471,251504,252353,247268,238627,230380,224419,220902,574002,229601,222972,126028
341.434,0.521011,0.650735,0.971935,1.20934,1.28839,1.17861,1.07872,0.685799,0.56482,0.0315832,-0.54878,-0.664299,-1.22687,-1.13536,-1.01627,-1.14078,-0.636441,-0.509338,-0.685202,-0.937335,-1.19116,-0.847455,-0.731879,-0.166232,0.0372087,0.395231,0.304453,0.209403,0.480226,0.381305,-0.00515423,1.44018,0.013621,673752,673752,823450,936887,1137580,1350240,1470590,1479760,1364250,1199810,969434,709936,483221,303825,173277,137440,135907,145166,161831,161096,145860,121838,117482,130341,170600,243939,353253,470674,577547,734455,857374,851462,1104960,867304,568790,401018,341562,318241,300725,279659,255589,234415,673752,269501,382401,272597
328.171,0.293475,0.622606,0.990624,1.06666,1.31194,1.23827,1.21479,0.504916,0.510835,0.185164,-0.386753,-0.651127,-1.2865,-0.895923,-0.904257,-0.920285,-0.550251,-0.499865,-0.586711,-0.8514,-1.03737,-0.496502,-0.5286,-0.204605,0.184295,0.13225,0.380151,0.310738,0.468906,0.476914,-0.101389,0.137673,-0.128663,661350,661350,755882,881321,1046580,1257830,1421430,1493230,1360470,1163440,950327,715442,493564,309212,183593,139921,132313,144860,163494,166361,154322,133585,145378,170702,207663,298218,389085,496240,592654,680210,739308,693127,642870,408120,318549,285608,271054,256190,238259,221491,208604,200004,661350,264540,296385,185030
335.23,0.141169,0.486473,0.994652,1.41156,1.43136,1.29476,1.40556,0.822862,0.530234,0.298253,-0.218694,-0.955064,-1.01956,-0.90171,-0.809264,-0.831053,-0.376851,-0.367405,-0.539394,-0.748097,-1.00141,-0.527217,-0.546402,-0.31893,-0.0126803,0.102003,0.0743623,-0.00129241,0.162771,0.217879,-0.0163758,-0.765557,0.583067,595665,595665,634882,746818,1018280,1293710,1438610,1527550,1442910,1232820,992233,747587,499959,307077,180167,133188,125240,145371,170221,171276,158520,136513,141082,159549,184836,246815,320202,381478,421400,462783,500182,495916,434122,360592,432561,484834,508991,530699,553148,571815,585644,594589,595665,238266,263107,161624
336.648,0.531455,0.878352,1.00334,1.32883,1.06721,1.09665,1.01647,0.59203,0.584216,0.215831,-0.453079,-0.668462,-1.17617,-1.08254,-0.755398,-0.539511,-0.44371,-0.590563,-0.794667,-1.01487,-0.904358,-0.494246,-0.4557,-0.291634,-0.0894342,0.0615734,0.169509,0.294304,0.223506,0.155345,-0.173081,-0.665523,1.37432,663801,663801,865949,1002420,1225060,1352840,1391740,1377700,1256730,1113330,930548,701612,481344,303609,174862,130552,137469,157125,166530,154987,134531,119708,134746,161817,191968,250215,320569,394969,470942,519531,529294,491325,430016,566393,873969,1052360,1150830,1256900,1370500,1463380,1531310,1580980,663801,265520,256443,150256
324.821,0.159849,0.591221,0.925587,1.15777,1.1495,1.21106,1.2322,0.683679,0.35894,0.231092,-0.196502,-0.505436,-1.23403,-0.846111,-0.698362,-0.594383,-0.326767,-0.492085,-0.531059,-0.847781,-0.810788,-0.587424,-0.436562,-0.171521,-0.0625398,-0.181309,0.465435,0.279224,0.46348,0.324761,-0.694357,-0.134857,0.118077,645118,645118,708495,817938,1006760,1175980,1307760,1399140,1321610,1127020,913103,703214,500446,319914,193117,147574,141746,160828,177839,178447,163209,144836,146654,167973,207839,268740,310411,404919,485155,545949,569943,493323,433609,315891,306281,309450,310643,310205,308508,306383,304647,303536,645118,258047,240697,152674
322.071,0.0188408,0.415567,0.935151,1.44984,1.34549,1.3902,1.31198,0.847272,0.59683,0.206785,-0.000975615,-0.619234,-0.98453,-0.912248,-0.517351,-0.552731,-0.261579,-0.367572,-0.292762,-0.961013,-0.810505,-0.646591,-0.654918,-0.436591,-0.253717,-0.198136,0.223132,0.0554153,0.264811,-0.118325,-0.486651,-0.246847,0.260968,559471,559471,570600,660971,930316,1173080,1332340,1404160,1317270,1139350,911293,694694,482541,302483,174693,135456,135274,154647,173809,183889,163973,137268,131499,136242,150919,190501,229582,296472,352196,403368,408005,360373,329947,280274,303775,322127,329228,332445,334357,335651,336824,337867,559471,223789,224791,125304
331.533,0.432403,0.465182,1.21554,1.31969,1.49612,1.2565,1.05419,0.509893,0.546005,0.199152,-0.227293,-0.46263,-1.34916,-0.991126,-0.805578,-0.646322,-0.2802,-0.429673,-0.557807,-1.07572,-0.855064,-0.572617,-0.330129,-0.253035,0.0206952,-0.0216049,0.379567,0.402962,0.750358,0.520184,-1.18377,0.000745225,-0.527462,639691,639691,731790,906550,1175000,1457810,1593960,1548900,1354120,1152120,940150,716798,509347,323388,186792,134076,125066,148599,172288,172465,148066,126184,131937,162696,198911,262919,320439,403637,487711,594118,648622,545273,473096,290715,219576,203053,182285,161233,140962,124520,113021,105961,639691,255876,233506,158042
328.543,0.290265,0.517612,1.12838,1.30025,1.3897,1.27276,1.18506,0.65221,0.664122,0.0500544,-0.482341,-0.785842,-1.29899,-0.785553,-0.681801,-0.66801,-0.456638,-0.445863,-0.480181,-0.949952,-0.998528,-0.748733,-0.372924,-0.179389,0.224889,0.298616,0.339515,0.367027,0.542117,0.325035,-0.577752,-0.228684,-0.40644,616704,616704,687091,835331,1079320,1317390,1453600,1474610,1340390,1170660,941942,685051,454532,273439,160208,128631,130872,144739,160930,166508,150066,125044,120655,148047,191009,275778,372791,462590,537165,609519,629907,545291,469768,274315,214191,206312,186650,164891,141800,123431,110857,103011,616704,246681,252117,143244
336.593,0.236821,0.493654,1.18159,1.64569,1.52645,1.5952,1.26143,0.664399,0.675491,0.45659,0.0900702,-0.72361,-1.09165,-0.80705,-0.458979,-0.446428,-0.175811,-0.358331,-0.378418,-0.83804,-1.10317,-0.723937,-0.728456,-0.435574,-0.19904,-0.266906,0.157461,-0.0266619,0.175454,-0.284217,-0.321685,0.591529,-1.38388,522077,522077,571212,708007,1041170,1323880,1512890,1522900,1332190,1120460,917622,714059,490519,297952,169259,133549,136509,158030,174177,174602,154676,120089,106509,109136,124237,165245,197898,251098,296893,339902,339463,312444,374062,278778,162116,110192,73294.3,39632.1,16052.5,5448.28,1362.25,372.843,522077,208831,210510,117624
323.056,0.466021,0.624688,1.15159,1.44499,1.43719,1.45205,1.13969,0.902156,0.645962,0.274938,-0.00253702,-0.3994,-1.06379,-0.731634,-0.609296,-0.630042,-0.294899,-0.29672,-0.516494,-0.991165,-0.962531,-0.704983,-0.58701,-0.482963,-0.243873,-0.140166,0.0258725,0.117196,0.284518,0.0674132,-0.51097,-1.2998,0.433998,558807,558807,669430,804300,1061440,1296160,1456030,1451830,1329870,1159690,937914,718009,510108,325960,196119,149346,135772,147166,170361,170807,145209,116222,109390,119939,135338,173755,216512,265838,320209,380688,404567,362192,288704,241765,307324,352650,371294,382940,393396,402211,409293,414458,558807,223523,216809,127055
337.755,0.0675608,0.825584,1.23139,1.33202,1.41399,1.23732,1.04253,0.752257,0.508293,0.235425,-0.538637,-0.701765,-0.842972,-0.982045,-0.6895,-0.933204,-0.390958,-0.573114,-0.424721,-0.783859,-1.183,-0.598639,-0.559306,-0.181295,0.192272,0.152944,0.334146,0.441308,0.270945,0.0318143,-1.11113,0.85408,-0.42974,619423,619423,716706,926844,1180390,1407570,1510960,1467270,1328660,1147050,931771,687098,460043,295113,176586,138545,130890,147794,162857,169269,161512,132929,132493,153229,192130,278439,362560,454662,559277,615294,596207,491075,570308,443534,303388,223620,187806,161546,136834,116318,101237,91202.1,619423,247769,273647,169071
330.608,0.229383,0.670622,1.08252,1.5585,1.32908,1.30493,1.15192,0.799825,0.555542,0.447035,-0.364018,-0.475123,-1.31665,-0.844323,-0.704218,-0.4973,-0.377485,-0.326609,-0.517427,-0.887,-0.97797,-0.725847,-0.5869,-0.483677,-0.262292,0.0112221,0.0894312,0.358289,0.452912,0.258762,-0.77397,-0.489569,0.310415,575792,575792,657270,794730,1106360,1333230,1426300,1415390,1294500,1117880,927757,702009,482671,298236,169828,126221,128272,145386,165766,167189,147767,121659,114668,125920,142374,181252,237323,299618,383055,472684,509991,441424,366996,284625,313282,339158,350836,357635,362956,366960,369990,372195,575792,230317,228873,125920
331.593,0.480894,0.934297,1.3401,1.4824,1.41177,1.39231,1.28977,0.616375,0.630213,0.312722,-0.180157,-0.631017,-1.11511,-0.660133,-0.811339,-0.421524,-0.435853,-0.44979,-0.608592,-0.850653,-1.04467,-0.754061,-0.594754,-0.466747,-0.355854,-0.22158,0.110358,-0.0178521,0.301738,-0.14824,-0.414794,0.421014,-0.54125,589604,589604,774838,999330,1281930,1483290,1591260,1603230,1426330,1207370,982099,744497,512643,321240,198009,147017,140610,148927,159934,156410,139362,113911,105879,117799,136849,171479,209208,269055,318763,377516,387846,349060,379888,280393,200394,169567,144370,118935,96302.5,78919.7,67177.6,60007.3,589604,235842,219697,141623
332.566,0.218093,0.755101,1.24015,1.22397,1.51071,1.54283,1.34193,0.755364,0.728424,0.0126083,-0.177047,-0.811113,-0.94856,-0.950914,-0.699886,-0.420815,-0.31403,-0.416123,-0.487689,-0.830341,-0.782455,-0.577778,-0.875338,-0.527351,-0.434065,-0.200839,0.219974,0.0297482,0.134029,-0.207788,-0.540853,0.46811,0.0219408,566699,566699,662131,842070,1039280,1274790,1501990,1576600,1432260,1232570,970388,711253,476405,294084,168578,122455,126489,146602,161076,160581,144707,126586,126359,123692,130384,161250,200601,271023,326789,366000,363676,322138,363689,319739,285091,263881,254165,247358,240465,234244,229325,225893,566699,226680,218087,126293
